GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Spark Project Core,org.apache.spark.serializer,GenericAvroSerializer..anonfun.compress.1..anonfun.apply.new Serializable() {...},26,0,2,0,1,0,4,0,3,0
Spark Project Core,org.apache.spark.serializer,GenericAvroSerializer..anonfun.compress.1..anonfun.apply.new Serializable() {...},13,0,0,0,1,0,3,0,3,0
Spark Project Core,org.apache.spark.serializer,SerializationDebugger.NullOutputStream,4,0,0,0,2,0,2,0,2,0
Spark Project Core,org.apache.spark.serializer,SerializationDebugger.SerializationDebugger,718,0,56,0,81,0,35,0,7,0
Spark Project Core,org.apache.spark.serializer,JavaSerializationStream,25,57,6,2,5,10,4,7,0,7
Spark Project Core,org.apache.spark.serializer,SerializerManager..anonfun.wrapForEncryption.new Serializable() {...},0,9,0,0,0,1,0,2,0,2
Spark Project Core,org.apache.spark.serializer,SerializerManager..anonfun.wrapForEncryption.new Serializable() {...},2,20,1,1,0,1,1,2,0,2
Spark Project Core,org.apache.spark.serializer,SerializerManager..anonfun.wrapForEncryption.new Serializable() {...},0,9,0,0,0,1,0,2,0,2
Spark Project Core,org.apache.spark.serializer,SerializerManager..anonfun.wrapForEncryption.new Serializable() {...},2,20,1,1,0,1,1,2,0,2
Spark Project Core,org.apache.spark.serializer,GenericAvroSerializer..anonfun.deserializeDatum.new Serializable() {...},11,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.serializer,SerializationDebugger,75,0,0,0,0,0,18,0,18,0
Spark Project Core,org.apache.spark.serializer,SerializationDebugger..anonfun.liftedTree1.1.new Serializable() {...},5,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.serializer,DeserializationStream,0,21,0,0,0,5,0,5,0,5
Spark Project Core,org.apache.spark.serializer,JavaSerializer..anonfun.writeExternal.new Serializable() {...},2,27,1,1,0,3,1,3,0,3
Spark Project Core,org.apache.spark.serializer,DeserializationStream..anon.new NextIterator() {...},2,32,1,1,0,6,1,3,0,3
Spark Project Core,org.apache.spark.serializer,DeserializationStream..anon.new NextIterator() {...},2,24,1,1,0,6,1,3,0,3
Spark Project Core,org.apache.spark.serializer,KryoDeserializationStream,7,62,3,5,0,15,3,4,0,3
Spark Project Core,org.apache.spark.serializer,GenericAvroSerializer..anonfun.new Serializable() {...},13,0,0,0,1,0,3,0,3,0
Spark Project Core,org.apache.spark.serializer,GenericAvroSerializer..anonfun.new Serializable() {...},88,0,6,0,7,0,5,0,2,0
Spark Project Core,org.apache.spark.serializer,SerializationDebugger.ListObjectOutputStream,32,0,0,0,6,0,4,0,4,0
Spark Project Core,org.apache.spark.serializer,JavaDeserializationStream,3,26,0,0,0,5,1,4,1,4
Spark Project Core,org.apache.spark.serializer,JavaDeserializationStream..anon.new ObjectInputStream() {...},14,19,1,1,1,3,1,2,0,2
Spark Project Core,org.apache.spark.serializer,KryoOutputObjectOutputBridge,90,0,0,0,16,0,16,0,16,0
Spark Project Core,org.apache.spark.serializer,JavaDeserializationStream..anon.1..anonfun.resolveClass.new Serializable() {...},9,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.serializer,KryoSerializer,203,560,6,4,9,93,25,14,20,14
Spark Project Core,org.apache.spark.serializer,SerializationDebugger.,241,0,16,0,27,0,36,0,28,0
Spark Project Core,org.apache.spark.serializer,KryoSerializer..anonfun.new Serializable() {...},0,6,0,0,0,1,0,2,0,2
Spark Project Core,org.apache.spark.serializer,KryoSerializer..anonfun.new Serializable() {...},1,9,1,1,0,1,1,2,0,2
Spark Project Core,org.apache.spark.serializer,KryoSerializer..anonfun.new Serializable() {...},0,6,0,0,0,1,0,2,0,2
Spark Project Core,org.apache.spark.serializer,KryoSerializer..anonfun.new Serializable() {...},1,9,1,1,0,1,1,2,0,2
Spark Project Core,org.apache.spark.serializer,KryoSerializer..anonfun.new Serializable() {...},0,6,0,0,0,1,0,2,0,2
Spark Project Core,org.apache.spark.serializer,SerializationDebugger.ObjectStreamClassMethods.,128,0,14,0,8,0,17,0,10,0
Spark Project Core,org.apache.spark.serializer,DummySerializerInstance.new SerializationStream() {...},10,19,0,0,5,7,1,3,1,3
Spark Project Core,org.apache.spark.serializer,SerializerInstance,0,3,0,0,0,1,0,1,0,1
Spark Project Core,org.apache.spark.serializer,JavaIterableWrapperSerializer.,80,49,0,0,3,4,18,5,18,5
Spark Project Core,org.apache.spark.serializer,GenericAvroSerializer..anonfun.decompress.new Serializable() {...},60,0,2,0,11,0,3,0,2,0
Spark Project Core,org.apache.spark.serializer,SerializerManager,65,368,12,28,8,60,12,28,2,18
Spark Project Core,org.apache.spark.serializer,JavaSerializer,0,71,0,0,0,8,0,9,0,9
Spark Project Core,org.apache.spark.serializer,GenericAvroSerializer..anonfun.compress.new Serializable() {...},39,0,2,0,8,0,3,0,2,0
Spark Project Core,org.apache.spark.serializer,JavaSerializerInstance,0,79,0,0,0,16,0,7,0,7
Spark Project Core,org.apache.spark.serializer,GenericAvroSerializer..anonfun.serializeDatum.new Serializable() {...},11,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.serializer,SerializationDebugger.ObjectStreamClassReflection,119,0,0,0,30,0,8,0,8,0
Spark Project Core,org.apache.spark.serializer,GenericAvroSerializer,208,36,10,0,31,8,19,1,14,1
Spark Project Core,org.apache.spark.serializer,KryoSerializer.,2,120,0,0,1,22,1,4,1,4
Spark Project Core,org.apache.spark.serializer,SerializationDebugger.ListObjectOutput,40,0,0,0,20,0,20,0,20,0
Spark Project Core,org.apache.spark.serializer,JavaDeserializationStream.,103,0,0,0,11,0,3,0,3,0
Spark Project Core,org.apache.spark.serializer,JavaSerializer..anonfun.new Serializable() {...},0,6,0,0,0,1,0,2,0,2
Spark Project Core,org.apache.spark.serializer,KryoInputObjectInputBridge,85,0,0,0,18,0,17,0,17,0
Spark Project Core,org.apache.spark.serializer,GenericAvroSerializer..anonfun.decompress.1..anonfun.new Serializable() {...},13,0,0,0,1,0,3,0,3,0
Spark Project Core,org.apache.spark.serializer,GenericAvroSerializer..anonfun.decompress.1..anonfun.new Serializable() {...},10,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.serializer,KryoSerializer..anon.new Serializer() {...},21,3,0,0,4,1,2,1,2,1
Spark Project Core,org.apache.spark.serializer,KryoSerializer..anonfun.newKryo.new Serializable() {...},9,9,0,0,0,1,1,1,1,1
Spark Project Core,org.apache.spark.serializer,KryoSerializer..anonfun.newKryo.new Serializable() {...},8,6,0,0,0,1,1,1,1,1
Spark Project Core,org.apache.spark.serializer,KryoSerializer..anonfun.newKryo.new Serializable() {...},5,6,0,0,0,1,1,1,1,1
Spark Project Core,org.apache.spark.serializer,KryoSerializer..anonfun.newKryo.new Serializable() {...},11,20,1,1,2,3,1,2,0,2
Spark Project Core,org.apache.spark.serializer,KryoSerializer..anonfun.newKryo.new Serializable() {...},0,11,0,0,0,2,0,2,0,2
Spark Project Core,org.apache.spark.serializer,KryoSerializer..anonfun.newKryo.new Serializable() {...},2,12,1,1,0,1,1,2,0,2
Spark Project Core,org.apache.spark.serializer,KryoSerializer..anonfun.newKryo.new Serializable() {...},5,26,1,1,0,2,1,2,0,2
Spark Project Core,org.apache.spark.storage,BlockManagerMasterEndpoint..anonfun.new Serializable() {...},12,11,1,1,0,1,2,1,1,1
Spark Project Core,org.apache.spark.storage,BlockManagerMasterEndpoint..anonfun.new Serializable() {...},0,7,0,0,0,1,0,2,0,2
Spark Project Core,org.apache.spark.storage,BlockManagerMasterEndpoint..anonfun.new Serializable() {...},3,3,0,0,0,1,1,1,1,1
Spark Project Core,org.apache.spark.storage,BlockManagerSource..anonfun.7..anonfun.apply.new Serializable() {...},6,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.storage,BlockManager..anonfun.org.apache.spark.storage.BlockManager..reportBlockStatus.new Serializable() {...},27,6,0,0,0,1,1,1,1,1
Spark Project Core,org.apache.spark.storage,BlockManagerSlaveEndpoint..anonfun.1..anonfun.apply.new Serializable() {...},6,8,1,1,0,1,2,1,1,1
Spark Project Core,org.apache.spark.storage,BlockManagerMessages.UpdateBlockInfo,233,35,38,0,4,6,43,6,22,6
Spark Project Core,org.apache.spark.storage,BlockManager..anonfun.org.apache.spark.storage.BlockManager..reportBlockStatus.new Serializable() {...},33,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.storage,BlockManagerSource..anonfun.3..anonfun.apply.9..anonfun.apply.new Serializable() {...},8,0,0,0,1,0,3,0,3,0
Spark Project Core,org.apache.spark.storage,BlockManagerMasterEndpoint,490,439,32,14,61,69,48,31,29,27
Spark Project Core,org.apache.spark.storage,ShuffleBlockFetcherIterator..anonfun.splitLocalRemoteBlocks.3..anonfun.apply.new Serializable() {...},86,0,0,0,2,0,2,0,2,0
Spark Project Core,org.apache.spark.storage,ShuffleBlockFetcherIterator..anonfun.splitLocalRemoteBlocks.3..anonfun.apply.new Serializable() {...},0,7,0,0,0,1,0,2,0,2
Spark Project Core,org.apache.spark.storage,ShuffleBlockFetcherIterator..anonfun.splitLocalRemoteBlocks.3..anonfun.apply.new Serializable() {...},0,12,0,2,0,1,0,3,0,2
Spark Project Core,org.apache.spark.storage,BlockManagerInfo..anonfun.updateBlockInfo.new Serializable() {...},2,117,1,1,0,3,1,2,0,2
Spark Project Core,org.apache.spark.storage,BlockManagerInfo..anonfun.updateBlockInfo.new Serializable() {...},89,0,2,0,2,0,3,0,2,0
Spark Project Core,org.apache.spark.storage,BlockManagerInfo..anonfun.updateBlockInfo.new Serializable() {...},121,0,2,0,3,0,3,0,2,0
Spark Project Core,org.apache.spark.storage,BlockManagerInfo..anonfun.updateBlockInfo.new Serializable() {...},2,86,1,1,0,2,1,2,0,2
Spark Project Core,org.apache.spark.storage,BlockManagerInfo..anonfun.updateBlockInfo.new Serializable() {...},151,0,2,0,4,0,3,0,2,0
Spark Project Core,org.apache.spark.storage,BlockManagerInfo..anonfun.updateBlockInfo.new Serializable() {...},2,116,1,1,0,3,1,2,0,2
Spark Project Core,org.apache.spark.storage,StorageStatus..anonfun.onHeapMemRemaining.new Serializable() {...},20,0,2,0,1,0,3,0,2,0
Spark Project Core,org.apache.spark.storage,ShuffleBlockFetcherIterator..anonfun.org.apache.spark.storage.ShuffleBlockFetcherIterator..cleanup.new Serializable() {...},14,8,3,1,2,1,3,1,1,1
Spark Project Core,org.apache.spark.storage,StorageStatus..anonfun.new Serializable() {...},6,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.storage,StorageStatus..anonfun.new Serializable() {...},26,0,2,0,1,0,3,0,2,0
Spark Project Core,org.apache.spark.storage,StorageStatus..anonfun.new Serializable() {...},9,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.storage,BlockInfoManager..anonfun.releaseAllLocksForTask.new Serializable() {...},2,34,1,1,0,5,1,2,0,2
Spark Project Core,org.apache.spark.storage,BlockInfoManager..anonfun.releaseAllLocksForTask.new Serializable() {...},17,14,1,1,2,1,2,1,1,1
Spark Project Core,org.apache.spark.storage,BlockManagerSlaveEndpoint..anonfun.org.apache.spark.storage.BlockManagerSlaveEndpoint..doAsync.2..anonfun.apply.new Serializable() {...},38,0,2,0,1,0,3,0,2,0
Spark Project Core,org.apache.spark.storage,BlockManager..anonfun.org.apache.spark.storage.BlockManager..addUpdatedBlockStatusToTaskMetrics.new Serializable() {...},21,0,0,0,2,0,2,0,2,0
Spark Project Core,org.apache.spark.storage,BlockManagerMasterEndpoint..anonfun.org.apache.spark.storage.BlockManagerMasterEndpoint..getMatchingBlockIds.new Serializable() {...},10,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.storage,BlockManagerMasterEndpoint..anonfun.org.apache.spark.storage.BlockManagerMasterEndpoint..getMatchingBlockIds.new Serializable() {...},44,0,4,0,6,0,4,0,2,0
Spark Project Core,org.apache.spark.storage,RandomBlockReplicationPolicy,120,9,4,0,9,2,20,2,18,2
Spark Project Core,org.apache.spark.storage,StorageStatus..anonfun.offHeapCacheSize.1..anonfun.apply.mcJJ.sp.new Serializable() {...},45,0,8,0,2,0,7,0,3,0
Spark Project Core,org.apache.spark.storage,BlockManagerMessages.UpdateBlockInfo.,44,0,2,0,1,0,7,0,6,0
Spark Project Core,org.apache.spark.storage,BlockManagerMessages.,8,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.storage,DiskBlockManager..anonfun.org.apache.spark.storage.DiskBlockManager..doStop.new Serializable() {...},12,23,4,4,2,4,4,2,0,2
Spark Project Core,org.apache.spark.storage,BlockManagerMessages.RemoveExecutor,96,0,18,0,1,0,21,0,12,0
Spark Project Core,org.apache.spark.storage,BlockManagerSource..anon.new Gauge() {...},15,11,1,1,1,1,2,1,1,1
Spark Project Core,org.apache.spark.storage,BlockManagerMaster..anonfun.removeExecutorAsync.new Serializable() {...},18,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.storage,BlockManagerSlaveEndpoint..anonfun.receiveAndReply.new Serializable() {...},198,83,28,6,11,8,17,3,1,2
Spark Project Core,org.apache.spark.storage,BlockManager.RemoteBlockTempFileManager..anon.new Thread() {...},2,12,1,1,0,1,1,2,0,2
Spark Project Core,org.apache.spark.storage,ShuffleBlockFetcherIterator.FetchRequest,140,0,25,0,2,0,28,0,15,0
Spark Project Core,org.apache.spark.storage,BlockManagerMessages.TriggerThreadDump.,36,0,0,0,1,0,10,0,10,0
Spark Project Core,org.apache.spark.storage,BlockManager..anonfun.getRemoteValues.new Serializable() {...},23,14,1,1,3,1,2,1,1,1
Spark Project Core,org.apache.spark.storage,BlockManagerMessages.StopBlockManagerMaster.,26,10,0,0,0,1,8,2,8,2
Spark Project Core,org.apache.spark.storage,BlockException,135,0,25,0,1,0,30,0,17,0
Spark Project Core,org.apache.spark.storage,BlockManagerSlaveEndpoint..anonfun.receiveAndReply.1..anonfun.applyOrElse.new Serializable() {...},30,0,2,0,3,0,4,0,3,0
Spark Project Core,org.apache.spark.storage,BlockManagerSlaveEndpoint..anonfun.receiveAndReply.1..anonfun.applyOrElse.new Serializable() {...},24,0,2,0,1,0,4,0,3,0
Spark Project Core,org.apache.spark.storage,BlockManagerSlaveEndpoint..anonfun.receiveAndReply.1..anonfun.applyOrElse.new Serializable() {...},2,33,2,2,0,4,2,3,0,3
Spark Project Core,org.apache.spark.storage,BlockManagerSlaveEndpoint..anonfun.receiveAndReply.1..anonfun.applyOrElse.new Serializable() {...},2,23,1,1,0,1,1,3,0,3
Spark Project Core,org.apache.spark.storage,ShuffleBlockFetcherIterator.SuccessFetchResult.,44,0,2,0,1,0,7,0,6,0
Spark Project Core,org.apache.spark.storage,BlockManager..anonfun.asyncReregister.new Serializable() {...},31,0,2,0,4,0,4,0,3,0
Spark Project Core,org.apache.spark.storage,BlockManager..anonfun.reportAllBlocks.3..anonfun.apply.new Serializable() {...},33,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.storage,DiskBlockData,59,22,2,0,7,6,6,3,5,3
Spark Project Core,org.apache.spark.storage,StorageStatus..anonfun.rddStorageLevel.new Serializable() {...},6,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.storage,ShuffleBlockFetcherIterator.,8,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.storage,DiskBlockObjectWriter..anonfun.org.apache.spark.storage.DiskBlockObjectWriter..closeResources.new Serializable() {...},5,45,1,1,0,10,2,2,1,2
Spark Project Core,org.apache.spark.storage,DiskBlockObjectWriter..anonfun.org.apache.spark.storage.DiskBlockObjectWriter..closeResources.new Serializable() {...},2,16,1,1,0,1,1,3,0,3
Spark Project Core,org.apache.spark.storage,RDDInfo,143,59,4,0,7,12,23,8,21,8
Spark Project Core,org.apache.spark.storage,BlockManagerMaster..anonfun.getBlockStatus.new Serializable() {...},32,0,2,0,2,0,3,0,2,0
Spark Project Core,org.apache.spark.storage,BlockInfoManager..anonfun.getTaskLockCount.new Serializable() {...},6,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.storage,BlockInfoManager..anonfun.getTaskLockCount.new Serializable() {...},8,0,0,0,1,0,3,0,3,0
Spark Project Core,org.apache.spark.storage,BlockInfoManager..anonfun.getTaskLockCount.new Serializable() {...},8,0,0,0,1,0,3,0,3,0
Spark Project Core,org.apache.spark.storage,BlockManager..anonfun.getSingle.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.storage,BlockInfoManager..anonfun.getTaskLockCount.new Serializable() {...},6,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.storage,ShuffleBlockFetcherIterator.FetchRequest.,33,0,2,0,1,0,7,0,6,0
Spark Project Core,org.apache.spark.storage,StorageStatus..anonfun.onHeapCacheSize.new Serializable() {...},29,0,2,0,3,0,4,0,3,0
Spark Project Core,org.apache.spark.storage,BlockManagerMessages.RegisterBlockManager.,41,0,2,0,1,0,7,0,6,0
Spark Project Core,org.apache.spark.storage,StorageUtils..anonfun.updateRddInfo.new Serializable() {...},86,0,0,0,11,0,2,0,2,0
Spark Project Core,org.apache.spark.storage,BlockManagerMaster..anonfun.removeBroadcast.new Serializable() {...},12,14,1,1,2,1,2,1,1,1
Spark Project Core,org.apache.spark.storage,DiskBlockManager..anonfun.stop.new Serializable() {...},18,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.storage,BlockManagerMasterEndpoint..anonfun.org.apache.spark.storage.BlockManagerMasterEndpoint..getMatchingBlockIds.1..anonfun.new Serializable() {...},28,0,2,0,1,0,3,0,2,0
Spark Project Core,org.apache.spark.storage,BlockManagerMessages.RemoveRdd,95,0,14,0,1,0,19,0,12,0
Spark Project Core,org.apache.spark.storage,RDDInfo..anonfun.new Serializable() {...},0,7,0,0,0,1,0,2,0,2
Spark Project Core,org.apache.spark.storage,RDDInfo..anonfun.new Serializable() {...},0,11,0,0,0,1,0,2,0,2
Spark Project Core,org.apache.spark.storage,BlockManagerSlaveEndpoint..anonfun.org.apache.spark.storage.BlockManagerSlaveEndpoint..doAsync.new Serializable() {...},2,35,1,1,0,4,1,2,0,2
Spark Project Core,org.apache.spark.storage,BlockManagerSlaveEndpoint..anonfun.org.apache.spark.storage.BlockManagerSlaveEndpoint..doAsync.new Serializable() {...},15,14,1,1,2,1,2,1,1,1
Spark Project Core,org.apache.spark.storage,BlockInfoManager..anonfun.lockNewBlockForWriting.new Serializable() {...},40,11,1,1,0,1,2,1,1,1
Spark Project Core,org.apache.spark.storage,ShuffleBlockId.,39,0,2,0,1,0,7,0,6,0
Spark Project Core,org.apache.spark.storage,BlockManagerMessages.RemoveBroadcast,108,17,19,0,0,2,21,3,11,3
Spark Project Core,org.apache.spark.storage,BlockManagerMaster..anonfun.stop.new Serializable() {...},0,5,0,0,0,1,0,2,0,2
Spark Project Core,org.apache.spark.storage,TimeTrackingOutputStream,13,61,0,0,4,20,1,5,1,5
Spark Project Core,org.apache.spark.storage,BlockManager..anonfun.doPut.new Serializable() {...},2,3,0,0,0,1,1,1,1,1
Spark Project Core,org.apache.spark.storage,BlockManager..anonfun.doPut.new Serializable() {...},2,3,0,0,0,1,1,1,1,1
Spark Project Core,org.apache.spark.storage,StorageUtils,76,4,0,0,0,0,18,1,18,1
Spark Project Core,org.apache.spark.storage,BlockManager..anonfun.doPut.new Serializable() {...},24,9,0,0,1,1,1,1,1,1
Spark Project Core,org.apache.spark.storage,BlockManager..anonfun.doPut.new Serializable() {...},33,0,0,0,2,0,2,0,2,0
Spark Project Core,org.apache.spark.storage,BlockReplicationUtils,6,0,0,0,0,0,1,0,1,0
Spark Project Core,org.apache.spark.storage,BlockInfoManager..anon.new MultiMap() {...},5,18,0,0,0,1,1,4,1,4
Spark Project Core,org.apache.spark.storage,ShuffleBlockFetcherIterator.FetchRequest..anonfun.new Serializable() {...},6,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.storage,DiskBlockObjectWriter,114,387,3,15,11,72,24,43,21,37
Spark Project Core,org.apache.spark.storage,BlockInfoManager..anonfun.new Serializable() {...},30,6,0,0,0,1,1,1,1,1
Spark Project Core,org.apache.spark.storage,BlockInfoManager..anonfun.new Serializable() {...},2,15,1,1,0,1,1,3,0,3
Spark Project Core,org.apache.spark.storage,BlockInfoManager..anonfun.new Serializable() {...},0,7,0,0,0,1,0,2,0,2
Spark Project Core,org.apache.spark.storage,BlockInfoManager..anonfun.new Serializable() {...},2,3,0,0,0,1,1,1,1,1
Spark Project Core,org.apache.spark.storage,BlockManagerSource..anonfun.9..anonfun.apply.15..anonfun.apply.new Serializable() {...},8,0,0,0,1,0,3,0,3,0
Spark Project Core,org.apache.spark.storage,TaskResultBlockId,120,0,14,0,2,0,23,0,16,0
Spark Project Core,org.apache.spark.storage,DiskBlockObjectWriter.ManualCloseBufferedOutputStream.new DiskBlockObjectWriter.ManualCloseOutputStream() {...},2,20,1,1,0,2,1,3,0,3
